# t,tf0,ts0
0.000000000000000000e+00,8.760237586525799998e+02,2.916964904692474079e+02
2.753399999999999892e+01,8.756972472193800741e+02,2.984173635265077564e+02
5.506799999999999784e+01,8.753779939333743414e+02,3.050591588290224649e+02
8.260200000000000387e+01,8.750658936040236995e+02,3.116228227860903530e+02
1.101359999999999957e+02,8.747612618029454552e+02,3.181076193015900913e+02
1.376699999999999875e+02,8.744635725774442108e+02,3.245185958917820130e+02
1.652040000000000077e+02,8.741731414991371594e+02,3.308570144357312302e+02
1.927379999999999995e+02,8.738891270437119374e+02,3.371135159970383484e+02
2.202719999999999914e+02,8.736123707354809085e+02,3.432959873198601031e+02
2.478059999999999832e+02,8.733422414312097999e+02,3.494054799700841727e+02
2.753399999999999750e+02,8.730784235592815321e+02,3.554433609833643573e+02
3.028739999999999668e+02,8.728216534534693665e+02,3.614071066015704901e+02
3.304080000000000155e+02,8.725714051610780189e+02,3.672921950913860201e+02
3.579420000000000073e+02,8.723274683010293984e+02,3.731178701085534613e+02
3.854759999999999991e+02,8.720898428733237324e+02,3.788702509833569820e+02
4.130099999999999909e+02,8.718584236874216913e+02,3.845503892816840334e+02
4.405439999999999827e+02,8.716328951717061955e+02,3.901617551709636018e+02
4.680779999999999745e+02,8.714134677072554496e+02,3.957056105302609126e+02
4.956119999999999663e+02,8.712004568656865331e+02,4.011819553595758521e+02
5.231459999999999582e+02,8.709931263132261847e+02,4.065891071534883281e+02
5.506799999999999500e+02,8.707915812404132794e+02,4.119344268732114074e+02
5.782139999999999418e+02,8.705958216472480444e+02,4.172101329311769859e+02
6.057479999999999336e+02,8.704053215810350821e+02,4.224227450358879992e+02
6.332819999999999254e+02,8.702209225660867560e+02,4.275670053579066803e+02
6.608160000000000309e+02,8.700412571253955321e+02,4.326552172181175706e+02
6.883500000000000227e+02,8.698675875454299558e+02,4.376763391747011269e+02
7.158840000000000146e+02,8.696992826829557544e+02,4.426339465516751375e+02
7.434180000000000064e+02,8.695362373474338256e+02,4.475328765521225023e+02
7.709519999999999982e+02,8.693778203956300104e+02,4.523736549589868901e+02
7.984859999999999900e+02,8.692246629707784678e+02,4.571511290994192223e+02
8.260199999999999818e+02,8.690770806444965046e+02,4.618667711656621577e+02
8.535539999999999736e+02,8.689334955586981550e+02,4.665264699266861044e+02
8.810879999999999654e+02,8.687954855714692712e+02,4.711295944429584779e+02
9.086219999999999573e+02,8.686617883963413078e+02,4.756753034617692038e+02
9.361559999999999491e+02,8.685331403670876398e+02,4.801633866699408486e+02
9.636899999999999409e+02,8.684090155310128694e+02,4.845940543806508458e+02
9.912239999999999327e+02,8.682895190786562125e+02,4.889729850496921699e+02
