# t,tf0,ts0
5.203925999999999767e+05,8.697123337984085083e+02,8.061828301640703103e+02
5.228706599999999744e+05,8.734949555397033691e+02,8.456229160116910180e+02
5.253487199999999721e+05,8.734710195064544678e+02,8.601874897621835316e+02
5.278267800000000279e+05,8.731298789978027344e+02,8.668860978750869890e+02
5.303048399999999674e+05,8.727697978019714355e+02,8.691010852817437353e+02
5.327829000000000233e+05,8.728052855730056763e+02,8.713131588474653881e+02
5.352609599999999627e+05,8.728360902070999146e+02,8.717232819591022235e+02
5.377390200000000186e+05,8.731964836120605469e+02,8.725819804761464411e+02
5.402170799999999581e+05,8.729942761659622192e+02,8.719891179115701334e+02
5.426951400000000140e+05,8.731571452617645264e+02,8.720247083972793689e+02
5.451731999999999534e+05,8.734220026731491089e+02,8.723503301217938315e+02
5.476512600000000093e+05,8.740761848688125610e+02,8.731665698137816207e+02
5.501293199999999488e+05,8.742696504592895508e+02,8.729098396142362617e+02
5.526073800000000047e+05,8.749083262681961060e+02,8.738390426753388738e+02
5.550854399999999441e+05,8.746041305065155029e+02,8.732652241425894317e+02
5.575635000000000000e+05,8.741771324872970581e+02,8.727022804804732914e+02
5.600415599999999395e+05,8.724300101995468140e+02,8.719438493113260620e+02
5.625196199999999953e+05,8.714609130620956421e+02,8.715298237341509093e+02
5.649976799999999348e+05,8.693362258672714233e+02,8.696125684316283468e+02
5.674757399999999907e+05,8.639529079198837280e+02,8.667650173776523843e+02
5.699537999999999302e+05,8.572662209272384644e+02,8.623742233183431836e+02
5.724318599999999860e+05,8.458799539804458618e+02,8.522280730831708979e+02
5.749099199999999255e+05,8.247303872108459473e+02,8.380266887921081889e+02
5.773879799999999814e+05,7.999254759550094604e+02,8.172509508908809721e+02
5.798660399999999208e+05,7.723112028837203979e+02,7.923979169952533539e+02
5.823440999999999767e+05,7.458448187112808228e+02,7.633182527572937488e+02
5.848221600000000326e+05,7.313332343101501465e+02,7.441844121902076949e+02
5.873002199999999721e+05,7.380381335020065308e+02,7.424118082769708735e+02
5.897782800000000279e+05,7.376213343143463135e+02,7.371615352075097007e+02
5.922563399999999674e+05,7.362558356523513794e+02,7.351119082739284067e+02
5.947344000000000233e+05,7.352942315340042114e+02,7.348210445091416432e+02
5.972124599999999627e+05,7.349551724195480347e+02,7.350979634637383242e+02
5.996905200000000186e+05,7.339009462594985962e+02,7.358930257760715676e+02
6.021685799999999581e+05,7.346001906394958496e+02,7.373169053688072836e+02
